max_id,微博id,评论页码,评论id,评论时间,评论点赞数,评论者IP归属地,评论者姓名,评论者id,评论者性别,评论者关注数,评论者粉丝数,评论内容,评论者状态数,评论者粉籍,评论者粉丝属性
664856545919693,5063833880365228,1,5063834043681126,2024-08-05 02:19:40,7538,来自江西,养乐多小岛-,6004698254,女,128,27,宝宝你很棒你唱的很好听，要开心要开心要开心@陈丽君_点绛唇,333,loyal_fans,铁粉专属
664856545919693,5063833880365228,1,5063924529761742,2024-08-05 08:19:14,2896,来自广东,无辣鸡翅,7495641082,女,70,13.9万,热知识 如果你家姐姐没有错不管粉圈怎么吵都不会道歉,10886,,小鲸鱼
409769843166778,5063833880365228,2,5063846020777197,2024-08-05 03:07:16,1696,来自天津,_Gxing,6545890108,女,282,19,划重点“确认过版权” 纯属于另一家没事找事了[淡淡的]，陈丽君你太体面了，太有风骨对这些无赖是没用的！,1466,loyal_fans,时光代理人稀有款
409769843166778,5063833880365228,2,5063834027165318,2024-08-05 02:19:36,6376,来自福建,lalalalx,6576072049,女,146,133,唱得很好啊！,4815,loyal_fans,乖巧宝宝
409769843166778,5063833880365228,2,5063904881019282,2024-08-05 07:01:09,792,来自四川,月光会收到吗,7858318467,女,25,1,小姐姐你话要说清楚，你之前唱我们光亮不仅不标出处，还改了歌名让你粉丝以为是你原唱到处宣传，甚至跑到我们光亮的地盘说我们原唱是翻唱来着。不说明白以你粉丝的视力和阅读理解能力就只看得懂这次确认过版权的部分，还觉得你冤枉了呢。,128,,
409769843166778,5063833880365228,2,5063834027688982,2024-08-05 02:19:36,5021,来自山东,就要辣椒了,2881283653,女,737,2975,宝宝你很棒,4567,loyal_fans,范丞丞限定
409769843166778,5063833880365228,2,5063834291406727,2024-08-05 02:20:39,3055,来自安徽,想和陈丽君谈恋爱,5517444959,女,67,12,宝宝，早点休息你是最棒的,109,loyal_fans,铁粉专属
409769843166778,5063833880365228,2,5063903247861854,2024-08-05 06:54:40,2009,来自河南,星与君携手同行,6310928440,女,143,103,君君宝宝你太厉害啦，你唱的很好很棒，你没错！你怎么这么好啊，陈丽君以后不许委屈自己你咋这么让人心疼呢,550,loyal_fans,童趣飞机
409769843166778,5063833880365228,2,5063834006195073,2024-08-05 02:19:31,7982,来自陕西,阿Mei的好多天_,7742534781,女,95,64,宝宝你特别棒！！超级美,158,loyal_fans,轻紫渐变
409769843166778,5063833880365228,2,5063834467303544,2024-08-05 02:21:20,3372,来自湖南,阿克顿薯饼,3896031230,女,159,553,优秀党员陈老师大格局,1117,loyal_fans,如果历史是一群喵
409769843166778,5063833880365228,2,5063839806652998,2024-08-05 02:42:34,2282,来自四川,桃星桃桃酱,7481541149,女,484,2243,作为公众人物有责任正确引导粉丝！弘扬传统文化，请从修德开始！,5073,,nono狗普通款
409769843166778,5063833880365228,2,5064040198180935,2024-08-05 15:58:51,1835,来自广东,Zstation_forCharlie,5607576029,女,129,2.1万,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,5045,,
409769843166778,5063833880365228,2,5063834152993326,2024-08-05 02:20:06,5412,来自广东,有机牛奶瓶,2002538207,女,524,414,老婆你唱的特别好,738,loyal_fans,铁粉专属
409769843166778,5063833880365228,2,5063834118915559,2024-08-05 02:19:58,4047,来自浙江,爱吃火锅爱喝碧纯气泡水的小吃货,3299039273,男,1216,1831,仙女君君,17333,loyal_fans,金粉专属
409769843166778,5063833880365228,2,5063834159285319,2024-08-05 02:20:08,3856,来自广西,寄于92年0603曲,6581981255,女,722,7625,你是最棒的,4702,loyal_fans,萌萌荷包蛋
409769843166778,5063833880365228,2,5063834104497720,2024-08-05 02:19:55,3631,来自浙江,爱吃酱汁烤肉的蜜瓜,7499919165,女,148,116,君君 你是最棒的,686,loyal_fans,金粉专属
409769843166778,5063833880365228,2,5063833955076612,2024-08-05 02:19:19,2958,来自广东,粉红泡泡k,6550808105,女,220,98,老婆还没睡,2091,loyal_fans,金粉专属
409769843166778,5063833880365228,2,5063834097682937,2024-08-05 02:19:53,4775,来自广西,寄于92年0603曲,6581981255,女,722,7625,宝宝 你没错,4702,loyal_fans,萌萌荷包蛋
409769843166778,5063833880365228,2,5064041630269621,2024-08-05 16:04:32,703,来自山西,偷喝银河,6341999061,女,500,4041,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原曲甚至擅自改名成《定风波》，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,10308,,小鲸鱼
409769843166778,5063833880365228,2,5063834069370091,2024-08-05 02:19:46,2496,来自安徽,想和陈丽君谈恋爱,5517444959,女,67,12,宝宝你不用解释的,109,loyal_fans,铁粉专属
409769843166778,5063833880365228,2,5063833940920549,2024-08-05 02:19:16,5696,来自河南,零忆-Start,7722893914,女,186,1204,宝贝,1797,loyal_fans,ESTP
409769843166778,5063833880365228,2,5063840829801531,2024-08-05 02:46:38,1522,来自江苏,看不见我的天天和加大码,2506156302,女,560,290,现在知道了，两年时间那么多次一次都没标注钱雷周深呀，小姐姐是今天才知道这别人的歌吗。,19537,,
441105924186139,5063833880365228,3,5063911734510337,2024-08-05 07:28:23,2316,来自浙江,呼呼爱吃QQ糖,7798339303,女,131,33,真的想抱抱你，摸摸你的头，其实你不需要出来道歉的宝贝，你做的很棒，大步向前走，我们星辰一直在,1289,loyal_fans,铁粉专属
441105924186139,5063833880365228,3,5064040114823626,2024-08-05 15:58:31,840,来自四川,一杯反深代词味水果茶,7811629842,女,202,101,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,7556,,
441105924186139,5063833880365228,3,5063941321919909,2024-08-05 09:25:57,560,来自江苏,渲奕,7899996991,男,129,8,宝宝你没错！！！！下次不要道歉了好吗？,516,loyal_fans,铁粉专属
441105924186139,5063833880365228,3,5063883664392238,2024-08-05 05:36:50,769,来自意大利,活蹦乱跳的猴-,5376516251,女,222,465,再说100遍我宝一点错都没有 两次受邀参加节目都确认过版权并且标注的 但是宝宝大格局就不跟小人一般见识了,4272,loyal_fans,金粉专属
441105924186139,5063833880365228,3,5063916297912751,2024-08-05 07:46:31,1803,来自湖南,热爱一切好听的声音,7569634462,女,92,6,姐姐唱得很好也是真的够正直,944,loyal_fans,太空飞船
441105924186139,5063833880365228,3,5063837510271709,2024-08-05 02:33:27,914,来自江苏,时间是最好的测谎一,1946067764,女,933,170,你哪错了？正反两面你都没错，你只是体面人，格局大点，不喜欢纷争，这事本来就跟你没关系，节目组早点说确认版权了不就行了，你给我好好休息！,2074,loyal_fans,铁粉专属
441105924186139,5063833880365228,3,5063835151237881,2024-08-05 02:24:04,1073,来自四川,尤念君安,6198492830,女,167,1136,宝宝，希望你不要被这件事影响心情。今晚你的表演非常非常棒。希望以后你可以多多来四川，我们都很爱你,1564,loyal_fans,乖巧宝宝
441105924186139,5063833880365228,3,5063835761249110,2024-08-05 02:26:30,620,来自安徽,GRACE晨与腿,5519657854,女,255,1096,陈党员，宰相肚里能撑船，宽宏大量,4396,loyal_fans,小龙格林
441105924186139,5063833880365228,3,5064361955037527,2024-08-06 13:17:24,32,来自山东,十月Lucky,3745728500,女,83,140,身前身后爱你的人更多,7720,loyal_fans,铁粉专属
441105924186139,5063833880365228,3,5064069436149281,2024-08-05 17:55:02,815,来自广东,照秋_反深代词神专,7521008698,男,342,1.3万,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》且擅自改名成《定风波》误导大众以为是传统越剧，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,9561,,摸鱼时间
441105924186139,5063833880365228,3,5063847063322828,2024-08-05 03:11:24,911,来自河南,烤芝麻芝嘛嘛香,7272097503,女,300,1.1万,知道不对以后就改正吧，给大家培养版权意识起一个带头作用，希望你的粉丝以后也能注意版权，不要出来反咬一口了,11403,,小鲸鱼
441105924186139,5063833880365228,3,5063839417368725,2024-08-05 02:41:01,894,来自四川,桃星桃桃酱,7481541149,女,484,2241,优秀的歌曲欢迎他人的翻唱，只是作为文艺工作者必定是要有版权意识的，这是创作者的心血，在过去的两年里多次翻唱《光亮》却都没有标注原曲或者词曲作者，有必要提高相关意识。,5073,,nono狗普通款
441105924186139,5063833880365228,3,5063839513315519,2024-08-05 02:41:24,487,来自美国,禁止大声密谋,7768880456,男,353,58,尊重版权尊重作曲尊重原唱，在这个前提上欢迎翻唱、想唱多唱、爱唱就唱、我们都ok，当艺人要有艺德，也请管好粉丝。,22644,,默认
441105924186139,5063833880365228,3,5063835195278895,2024-08-05 02:24:15,1408,来自新加坡,赛耶,1735210041,女,223,56,君君你辛苦了，踏入娱乐圈之后的冷暖相信你这一年一定深有体会，粉丝只能默默支持你，希望你能坚强的走下去，你爱的人和爱你的人永远陪在你身边,1427,loyal_fans,春日进行曲
441105924186139,5063833880365228,3,5063844658939828,2024-08-05 03:01:51,658,来自内蒙古,反驳我可不可以有点创意,1822559431,男,828,146,你也是被骂了，知道理亏了才赶紧出来声明了。你的粉丝到现在还嘴硬说你一点错没有呢。,991,,郁金香
441105924186139,5063833880365228,3,5063920484352718,2024-08-05 08:03:08,114,来自山东,十里里_反深代词神专不服憋死,3686927387,女,359,1911,你粉丝还哭你什么都知道，你本来就是什么都知道，说自己没团队，说明这些就是你本人自己做的，自己人品不好少甩锅主办方，“君君什么都知道”，她当然知道了，因为本来就是你纯粹的不要脸,14028,,默认
441105924186139,5063833880365228,3,5064071184908490,2024-08-05 18:01:58,52,来自浙江,西沙群岛_摸过陈丽君手版,6584027272,女,135,43,宝宝你没错啊//@陈丽君_点绛唇:您好，我只在《奔跑吧少年》节目和昨晚的百花奖舞台使用过光亮戏腔，从未有改名的行为。转载了节目视频未标注原唱是我的问题，我认可并删除，但您说的不是事实，也请您慎言。//@在我心里掌灯_:这两年您在其他平台多次演唱百万收藏大爆曲《光亮》戏腔不标明原...全文,345,loyal_fans,
441105924186139,5063833880365228,3,5064141713444495,2024-08-05 22:42:14,129,来自四川,嘻瓜汁甜,3169235862,女,57,1131,陈老师我爱你  你听到了吗     做你自己  我们都是你坚强的后盾,6425,loyal_fans,帕恰狗普通款
441105924186139,5063833880365228,3,5064023076244449,2024-08-05 14:50:49,108,来自广东,莹光灵雪,2372262382,女,141,42,君君真的大格局,33,loyal_fans,
441105924186139,5063833880365228,3,5063834731545372,2024-08-05 02:22:24,687,来自广东,从此不敢看月亮,6195983040,男,337,9134,宝宝，你太好了,5705,loyal_fans,金粉专属
288686124769384,5063833880365228,4,5063834055738500,2024-08-05 02:19:43,1392,来自天津,Cinyaaaaa_,7739806547,女,204,76,姐你特别棒，好好唱大戏,1253,loyal_fans,夏日荷塘
288686124769384,5063833880365228,4,5063834417497279,2024-08-05 02:21:09,1242,来自广东,一锤四百斤,6867394427,女,2668,3.2万,你很棒，早点休息哦,13230,loyal_fans,喜羊羊2.0普通款
288686124769384,5063833880365228,4,5063928979919526,2024-08-05 08:36:55,1264,来自福建,星辰奔赴而来,6556519060,女,39,1039,陈老师有风骨,2037,loyal_fans,铁粉专属
288686124769384,5063833880365228,4,5063882677158026,2024-08-05 05:32:55,1034,来自重庆,小星宿君,1704710827,女,195,188,君宝，这个事跟你没关系,1494,loyal_fans,金粉专属
288686124769384,5063833880365228,4,5063834085360400,2024-08-05 02:19:50,895,来自河南,零忆-Start,7722893914,女,186,1204,宝宝你很棒,1797,loyal_fans,ESTP
288686124769384,5063833880365228,4,5063834002523659,2024-08-05 02:19:30,818,来自湖北,-----Helen-,6182541566,女,200,75,君君唱的好好听,270,loyal_fans,童趣飞机
288686124769384,5063833880365228,4,5063834039747175,2024-08-05 02:19:38,500,来自四川,TS君倾,3038757990,女,115,506,小宝你又大晚上不睡觉，打屁屁哦,693,loyal_fans,金粉专属
288686124769384,5063833880365228,4,5063834064912768,2024-08-05 02:19:45,493,来自江苏,XspecialYY,5427656852,女,329,193,君君 你可真俊呐～,3950,loyal_fans,萌二
288686124769384,5063833880365228,4,5063838240079956,2024-08-05 02:36:20,1207,来自江苏,蓬松de小麦粉,7743683091,女,432,208,承认就好，时隔一年迟到的澄清，我们的《光亮》从此分明了,15587,,
288686124769384,5063833880365228,4,5064069448731945,2024-08-05 17:55:05,1018,来自广东,Zstation_forCharlie,5607576029,女,129,2.1万,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》且擅自改名成《定风波》误导大众以为是传统越剧，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,5045,,
288686124769384,5063833880365228,4,5063834560103548,2024-08-05 02:21:43,456,来自黑龙江,谄薛,7004495549,女,933,207,宝宝唱的超级好听早点睡觉呀！,5220,loyal_fans,小鲸鱼
288686124769384,5063833880365228,4,5063992257806626,2024-08-05 12:48:20,177,来自日本,晚风拂柳过-,6170269245,女,174,7,无惧无视莫名的纷扰，每一次都是往前可能要走的路,1082,loyal_fans,铁粉专属
288686124769384,5063833880365228,4,5063835943436729,2024-08-05 02:27:13,437,来自湖南,iaadatine,7304333864,女,131,29,知道啦 但是宝宝我们也不接受无端的恶意哦,1351,loyal_fans,夏日荷塘
288686124769384,5063833880365228,4,5063839022055700,2024-08-05 02:39:27,981,来自四川,桃星桃桃酱,7481541149,女,484,2241,作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗作曲已承认❗请陈丽君粉丝及陈丽君道歉❗,5073,,nono狗普通款
288686124769384,5063833880365228,4,5063834123108513,2024-08-05 02:19:58,417,来自四川,梅溪湖王祖贤,6829816823,女,385,7072,好的 老婆 早点休息 ,2717,loyal_fans,铁粉专属
288686124769384,5063833880365228,4,5063834391807045,2024-08-05 02:21:03,394,来自福建,lalalalx,6576072049,女,146,133,不是你的错宝宝,4815,loyal_fans,乖巧宝宝
288686124769384,5063833880365228,4,5063954776725048,2024-08-05 10:19:25,491,来自四川,卿城塔子Rita,1372473283,女,319,2.3万,往前走，莫回头，有些东西应该适当屏蔽掉，别受影响，好好唱大戏，君君你最棒,7455,loyal_fans,午睡喵
288686124769384,5063833880365228,4,5063941325326019,2024-08-05 09:25:58,435,来自陕西,奶油多汁熊,5713201884,女,1448,459,宝宝你很棒！,3381,loyal_fans,铁粉专属
288686124769384,5063833880365228,4,5063834462848617,2024-08-05 02:21:20,361,来自江西,喻盐小盐总,6426870094,女,159,694,宝宝你最棒，一点要好好的照顾自己，我们会听你的话，往前走，莫回头，会很乖，我们永远爱你！星辰大海，与君同行@陈丽君_点绛唇,2367,loyal_fans,ESFP
154958023684886,5063833880365228,5,5064100157592014,2024-08-05 19:57:07,457,来自广东,照秋_反深代词神专,7521008698,男,342,1.3万,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,9561,,摸鱼时间
154958023684886,5063833880365228,5,5063840477742232,2024-08-05 02:45:14,123,来自浙江,小葵专属花农,6323184353,女,141,1087,@卡布叻_周深 来管管你粉丝，别像个懦夫一样行吗？长得不高格局也这么小吗？,556,loyal_fans,铁粉专属
154958023684886,5063833880365228,5,5063843235495945,2024-08-05 02:56:11,233,来自浙江,可爱迷人的草履虫一枚,7838946667,女,224,6876,终于等来了迟来两年的道歉文艺工作者的底线是尊重原创和版权，引导粉丝向真善美，而不是假恶丑既然陈女士已经意识到自己的错误，那么请约束好自己的粉丝，停止人身攻击和网暴受害者从艺先从德，好自为之,1490,,轻橙渐变
154958023684886,5063833880365228,5,5063857532306016,2024-08-05 03:53:00,100,来自新疆,很爱大长文,2906768944,女,862,149,真笑了，偷梁换柱几年了，今天当着周深的面唱，粉丝忍不住终于开骂了，才出来发这个。装得挺像,10373,,
154958023684886,5063833880365228,5,5064100145271159,2024-08-05 19:57:04,490,来自广东,Zstation_forCharlie,5607576029,女,129,2.1万,不要再狡辩了📢将《光亮》里🔥出圈的京剧戏腔改名《定风波》，模糊原唱并营销是越剧选段的是你，引导粉丝网暴原唱歌手的也是你，欢迎翻唱但坚决鄙视拿来主义，不要一边假惺惺道歉一边引导粉丝继续辱骂原唱歌手了📢📢📢,5045,,
154958023684886,5063833880365228,5,5063838804475930,2024-08-05 02:38:34,584,来自广东,卡啵啦儿儿叻,7844844373,女,409,295,管好你的粉丝  骂周深的都让他们道歉,933,,
154958023684886,5063833880365228,5,5063841815201072,2024-08-05 02:50:33,443,来自安徽,我想吃锅巴土豆,7209596594,女,514,1911,终于等来了迟来两年的道歉，文艺工作者的底线是尊重原创和版权，引导粉丝向真善美，既然陈女士已经意识到自己的错误，那么请约束好自己的粉丝，停止人身攻击和网暴受害者,10484,,小鲸鱼
154958023684886,5063833880365228,5,5063840957989157,2024-08-05 02:47:09,151,来自上海,竹露滴清69,7199256245,女,478,810,请贵#陈丽君# 粉丝停止造谣传谣，人身攻击！谢谢！,8407,,
154958023684886,5063833880365228,5,5063849151300052,2024-08-05 03:19:42,58,来自广西,嘉嘉叻-反深代词必爆巡演必有票,5898462621,女,1211,765,@陈丽君_点绛唇 两年了，这么久终于出这个声明了?和节目组沟通了也不标注原曲来源，把《光亮》原著京剧唱段转嫁为个人越剧唱段，已经充分体现了你版权意识差劲，道歉是应该的。 另，从头到尾周深粉丝只是强调要尊重原曲原唱，据理力争，并没有对你个人进行人参攻击。反观你的疯批粉丝一口一个是怎样满...全文,7228,,默认
154958023684886,5063833880365228,5,5063843220817057,2024-08-05 02:56:08,304,来自辽宁,周深深可以扶摇直上九万里,5505484619,女,452,404,请问粉丝是选择性失明看不到姐姐承认自己偷歌不标原唱吗,19432,,小鲸鱼
154958023684886,5063833880365228,5,5063839452496607,2024-08-05 02:41:10,109,来自广东,橘皮乌龙_D,5206473400,女,557,737,《浮生一白》唱得很好，摊上这种内娱万人嫌的zs粉圈也是没办法的事情，别太放心上，好好睡觉,2667,loyal_fans,INTJ
154958023684886,5063833880365228,5,5064054345571634,2024-08-05 16:55:04,460,来自广东,Zstation_forCharlie,5607576029,女,129,2.1万,这两年您在其他平台多次演唱百万收藏大爆曲《光亮》且擅自改名成《定风波》误导大众以为是传统越剧，很难让人相信这只是一次无心之失。不过既然您已经认识到了错误，相信您也能知错就改以后不再犯，希望您约束好粉丝，停止对您喜爱的原唱歌手的人身攻击造谣辱骂。,5045,,
154958023684886,5063833880365228,5,5064329822473626,2024-08-06 11:09:43,110,来自浙江,喜欢丽君,7442268843,女,95,2,因为唱的比某人好听，当假戏腔遇到真戏腔当真女声遇到假女声瞬间破防了无形中动了他的奶酪,9,loyal_fans,铁粉专属
154958023684886,5063833880365228,5,5063997294381709,2024-08-05 13:08:22,154,来自江苏,荔枝爱上猕猴桃,7646753810,女,213,1万,陈丽君！你记住不是你的错，星辰们没有攻击别人，星辰也在找也在证明你没侵权，你唱的很好听！,426,loyal_fans,铁粉专属
154958023684886,5063833880365228,5,5063834505840375,2024-08-05 02:21:30,312,来自江苏,伶俐又温暖的小女孩,5388129571,男,817,147,姐姐你唱得真好听舞台表演得也好看不愧是唱念做打全来的优秀越剧演员啊#陈丽君 浮生一白# 好听！多唱！！我们的耳朵都说爱听！！！,1389,loyal_fans,铁粉专属
154958023684886,5063833880365228,5,5064102638522012,2024-08-05 20:06:58,264,来自广东,一只圈圈圈Kris,2088667893,女,695,1.5万,宝宝，这不是你的问题，你不需要回应的，好好休息，这都不是事～,18766,loyal_fans,原神二周年，好耶！ 
154958023684886,5063833880365228,5,5064040214959557,2024-08-05 15:58:55,329,来自河南,北京时间二十点零七分,6021418204,男,669,49,陈女士营销宣传将《光亮》里🔥出圈的京剧戏腔改名《定风波》，利用这个模糊原唱营销是越剧选段，企图误导不明真相的人获取出圈机会，她的粉丝至今还拒不认账，rsgj并造谣原唱和原唱粉丝,5953,,
154958023684886,5063833880365228,5,5063838598432330,2024-08-05 02:37:46,144,来自江苏,易木Sayo,5807026056,女,305,143,陈丽君，你会成功的，如此的胸襟气度，你要越来越红，红到那些人不敢对你指手画脚@陈丽君_点绛唇,3570,loyal_fans,早餐时间
154958023684886,5063833880365228,5,5064090189302202,2024-08-05 19:17:30,33,来自陕西,吾愿如是,6430490826,女,160,4,"抱抱努力传承中华文化的君君,希望你能关掉自己的耳朵,不要怀疑自己,“愿你能远离一切神妖纠葛,平安度此一生”。",33,loyal_fans,
154958023684886,5063833880365228,5,5063845011259415,2024-08-05 03:03:14,51,来自黑龙江,谄薛,7004495549,女,933,207,你没有错哦宝宝，早点休息,5220,loyal_fans,小鲸鱼
167739858468733,5063833880365228,6,5063834031620584,2024-08-05 02:19:37,83,来自浙江,海湾情报局_7Y,7566736198,女,302,1157,宝宝你是最棒的！！！,468,loyal_fans,铁粉专属
167739858468733,5063833880365228,6,5063984627850347,2024-08-05 12:18:02,84,来自安徽,月光萤,2696625982,女,105,19,摸摸宝宝！记得早点睡呀！身体最重要！,105,loyal_fans,铁粉专属
167739858468733,5063833880365228,6,5064072467054838,2024-08-05 18:07:04,78,来自天津,胡杨31,7909875153,女,196,65,@陈丽君_点绛唇 陈丽君小朋友，星辰呼叫请您去休息！谢谢！,531,loyal_fans,金粉专属
167739858468733,5063833880365228,6,5063834756188282,2024-08-05 02:22:30,76,来自江苏,席胖胖的幸福葳,2102892607,女,737,1562,宝宝你是最棒的，唱得超好听,6681,loyal_fans,萌二
167739858468733,5063833880365228,6,5064129226212281,2024-08-05 21:52:36,145,来自山西,兔子宇航员06,2737489301,女,176,102,君君 知道你很棒 很尽力地在做你所能做到的 很辛苦啦 今晚一定要好好休息,364,loyal_fans,粽情一夏
167739858468733,5063833880365228,6,5063834798391958,2024-08-05 02:22:40,103,来自河南,零忆-Start,7722893914,女,186,1204,你真的好好,1797,loyal_fans,ESTP
167739858468733,5063833880365228,6,5063985944330719,2024-08-05 12:23:15,97,来自安徽,喝下君君的暖肚汤,7405322816,男,40,6,那个凤求凰我最喜欢,46,loyal_fans,铁粉专属
